,name,path,file_path,size,modified,date,Data_set,Emotion,Emotion_string,audio
14,OAF_late_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_late_ps.wav,95672,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([2.0538957e-05, 1.2371663e-04, 1.4669978e-04, ..., 3.7838309e-04,
       8.0258986e-05, 0.0000000e+00], dtype=float32), 8000)"
15,YAF_said_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_said_ps.wav,88312,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([-6.8634283e-05,  2.9624079e-04,  3.9366892e-04, ...,
       -4.2936232e-04, -2.2632343e-04,  0.0000000e+00], dtype=float32), 8000)"
16,03-01-08-02-01-01-17.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-02-01-01-17.wav,389370,.wav,2021-01-25 21:02:46,Ravdness,1,Positive,"(array([3.9847226e-05, 9.0248774e-05, 8.0862526e-05, ..., 8.3968029e-05,
       8.0070851e-05, 7.4748757e-05], dtype=float32), 8000)"
17,OAF_young_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_young_happy.wav,96582,.wav,2021-01-25 21:03:28,Tess,1,Positive,"(array([-4.6284615e-05, -1.5535796e-04, -1.5556760e-04, ...,
        9.8840552e-05,  1.2213090e-05,  0.0000000e+00], dtype=float32), 8000)"
18,OAF_peg_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_peg_happy.wav,105708,.wav,2021-01-25 21:03:28,Tess,1,Positive,"(array([-2.2432312e-05,  3.2902299e-04,  3.2100987e-04, ...,
        1.1473272e-04,  9.2674869e-05,  0.0000000e+00], dtype=float32), 8000)"
19,YAF_talk_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_talk_happy.wav,100452,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([ 0.0002611 , -0.00023813, -0.0003987 , ...,  0.00037842,
        0.00021564,  0.        ], dtype=float32), 8000)"
20,03-01-03-01-01-02-09.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-01-02-09.wav,386798,.wav,2021-01-25 21:02:28,Ravdness,1,Positive,"(array([ 6.48617424e-05,  1.23473015e-04,  1.00795536e-04, ...,
       -8.13281513e-05, -4.35537295e-05,  0.00000000e+00], dtype=float32), 8000)"
21,03-01-03-01-01-02-04.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-01-02-04.wav,396958,.wav,2021-01-25 21:02:16,Ravdness,1,Positive,"(array([-9.2870465e-08,  3.0985325e-07, -6.8043619e-07, ...,
        2.7737533e-06,  3.5931741e-06,  0.0000000e+00], dtype=float32), 8000)"
22,YAF_make_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_make_ps.wav,91502,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([-7.4067034e-06, -2.3250197e-04, -7.1817849e-05, ...,
       -1.9732265e-04, -8.5014728e-04,  0.0000000e+00], dtype=float32), 8000)"
23,OAF_witch_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_witch_happy.wav,96730,.wav,2021-01-25 21:03:28,Tess,1,Positive,"(array([ 1.42371191e-05, -1.13420705e-04, -1.92574487e-04, ...,
        2.96109880e-04,  3.33612959e-04,  0.00000000e+00], dtype=float32), 8000)"
24,03-01-03-01-02-02-14.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-02-02-14.wav,394128,.wav,2021-01-25 21:02:38,Ravdness,1,Positive,"(array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
        3.5755544e-08, -5.6455629e-06, -3.7774889e-06], dtype=float32), 8000)"
25,YAF_mouse_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_mouse_happy.wav,102926,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([-0.00040895, -0.00183239, -0.00100887, ..., -0.00038972,
       -0.00033019,  0.        ], dtype=float32), 8000)"
26,YAF_beg_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_beg_ps.wav,87188,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([-4.2388445e-05,  3.8075581e-04,  3.9218878e-04, ...,
        4.2957012e-04,  4.1010042e-04,  0.0000000e+00], dtype=float32), 8000)"
27,YAF_bean_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_bean_ps.wav,110236,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([0.00016663, 0.00052817, 0.00013019, ..., 0.00029676, 0.00030775,
       0.        ], dtype=float32), 8000)"
28,OAF_pike_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_pike_happy.wav,100280,.wav,2021-01-25 21:03:28,Tess,1,Positive,"(array([-3.5419496e-05, -9.4079529e-05, -1.0041754e-04, ...,
        6.2207395e-04,  5.3039502e-04,  0.0000000e+00], dtype=float32), 8000)"
29,OAF_rough_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_rough_ps.wav,108634,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-2.8642047e-05, -3.4755187e-05,  1.8366936e-05, ...,
       -1.3351254e-04, -9.6650889e-05,  0.0000000e+00], dtype=float32), 8000)"
30,OAF_gun_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_gun_ps.wav,96858,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-3.1930860e-05, -1.5102168e-04, -1.7850660e-04, ...,
        1.3163130e-04,  1.2719426e-04,  0.0000000e+00], dtype=float32), 8000)"
31,YAF_puff_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_puff_ps.wav,108038,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([-1.2084632e-05, -4.1401257e-05,  2.6487015e-04, ...,
        5.6188431e-04,  3.6583323e-04,  0.0000000e+00], dtype=float32), 8000)"
32,YAF_fall_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_fall_ps.wav,112810,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([3.7143441e-06, 2.1333779e-04, 2.0808728e-04, ..., 7.1000069e-04,
       3.3457650e-04, 0.0000000e+00], dtype=float32), 8000)"
33,OAF_mood_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_mood_happy.wav,94770,.wav,2021-01-25 21:03:28,Tess,1,Positive,"(array([-2.1597662e-05, -1.2968379e-04, -1.3503947e-04, ...,
       -8.6367782e-04, -6.6836883e-04,  0.0000000e+00], dtype=float32), 8000)"
34,03-01-08-02-02-01-17.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-02-02-01-17.wav,379780,.wav,2021-01-25 21:02:46,Ravdness,1,Positive,"(array([0.00016079, 0.00031554, 0.00031498, ..., 0.0001285 , 0.00015595,
       0.        ], dtype=float32), 8000)"
35,03-01-08-01-02-01-24.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-01-02-01-24.wav,380006,.wav,2021-01-25 21:02:58,Ravdness,1,Positive,"(array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
       -1.0764237e-05, -1.0097020e-05,  0.0000000e+00], dtype=float32), 8000)"
36,03-01-03-01-02-01-21.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-02-01-21.wav,414846,.wav,2021-01-25 21:02:52,Ravdness,1,Positive,"(array([ 5.1604023e-09, -7.7944140e-09,  1.0816561e-08, ...,
       -1.0645866e-06, -4.6438690e-06,  0.0000000e+00], dtype=float32), 8000)"
37,JK_h04.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JK_h04.wav,309206,.wav,2021-01-25 21:03:10,Savee,1,Positive,"(array([0.00751411, 0.0140061 , 0.01225141, ..., 0.01423904, 0.01395208,
       0.        ], dtype=float32), 8000)"
38,YAF_chain_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_chain_happy.wav,93830,.wav,2021-01-25 21:03:36,Tess,1,Positive,"(array([-0.00021865, -0.00333001, -0.00255482, ...,  0.00207291,
        0.00149844,  0.        ], dtype=float32), 8000)"
39,YAF_judge_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_judge_ps.wav,100198,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([-7.7757803e-05, -1.9271503e-04, -1.3393475e-04, ...,
       -1.3419730e-04, -1.2797758e-04,  0.0000000e+00], dtype=float32), 8000)"
40,03-01-03-02-02-01-23.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-02-02-01-23.wav,367860,.wav,2021-01-25 21:02:56,Ravdness,1,Positive,"(array([-1.0419718e-06,  3.2330643e-06,  3.2366227e-06, ...,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), 8000)"
41,YAF_wire_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_wire_happy.wav,101390,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([ 0.00011339, -0.00048592, -0.00053224, ...,  0.00237349,
        0.00226945,  0.        ], dtype=float32), 8000)"
42,OAF_cool_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_cool_ps.wav,84812,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([1.6941758e-05, 1.0548655e-04, 1.7945432e-04, ..., 8.7444141e-04,
       6.9487427e-04, 0.0000000e+00], dtype=float32), 8000)"
43,Joyce_audio-236.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-236.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-236.wav,426198,.wav,2021-10-16 4:31:49,joyce,1,Positive,"(array([ 6.0033746e-04,  1.9475119e-03,  1.4408292e-03, ...,
       -1.2324783e-06, -7.3748419e-07, -1.6656322e-06], dtype=float32), 8000)"
44,JE_su12.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JE_su12.wav,500082,.wav,2021-01-25 21:03:08,Savee,1,Positive,"(array([0.00801091, 0.01505671, 0.01335701, ..., 0.01529854, 0.01447684,
       0.        ], dtype=float32), 8000)"
45,03-01-08-02-01-02-09.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-02-01-02-09.wav,361184,.wav,2021-01-25 21:02:28,Ravdness,1,Positive,"(array([ 9.0884157e-07, -1.1015296e-06,  9.7687189e-06, ...,
       -2.0137215e-05, -1.7229064e-05,  0.0000000e+00], dtype=float32), 8000)"
46,03-01-03-02-01-01-16.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-02-01-01-16.wav,421936,.wav,2021-01-25 21:02:42,Ravdness,1,Positive,"(array([0.000000e+00, 0.000000e+00, 0.000000e+00, ..., 9.964484e-06,
       6.440513e-06, 0.000000e+00], dtype=float32), 8000)"
47,03-01-03-01-01-02-17.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-01-02-17.wav,389390,.wav,2021-01-25 21:02:44,Ravdness,1,Positive,"(array([-8.05775271e-05, -6.38024139e-05, -1.64048997e-05, ...,
       -1.33613517e-04, -1.14604154e-04, -1.40862438e-04], dtype=float32), 8000)"
48,OAF_room_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_room_ps.wav,89054,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-3.0090723e-05, -1.3818308e-04, -1.3474950e-04, ...,
        6.2834377e-05,  5.1112627e-05,  0.0000000e+00], dtype=float32), 8000)"
49,JE_su01.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JE_su01.wav,375754,.wav,2021-01-25 21:03:08,Savee,1,Positive,"(array([0.03003721, 0.05647883, 0.05009993, ..., 0.01196492, 0.01401703,
       0.        ], dtype=float32), 8000)"
50,KL_h12.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/KL_h12.wav,427832,.wav,2021-01-25 21:03:14,Savee,1,Positive,"(array([0.00093446, 0.00177376, 0.00147352, ..., 0.00151924, 0.00165957,
       0.        ], dtype=float32), 8000)"
51,YAF_reach_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_reach_happy.wav,99594,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([-3.8990908e-04, -3.6215724e-04, -7.9158075e-05, ...,
       -1.0738675e-03, -8.8036549e-04,  0.0000000e+00], dtype=float32), 8000)"
52,03-01-08-01-01-02-17.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-01-01-02-17.wav,398992,.wav,2021-01-25 21:02:46,Ravdness,1,Positive,"(array([-7.9631194e-05, -1.3669481e-04, -1.3841355e-04, ...,
       -4.9468208e-06, -5.2881383e-06,  0.0000000e+00], dtype=float32), 8000)"
53,03-01-03-01-02-02-23.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-03-01-02-02-23.wav,371072,.wav,2021-01-25 21:02:56,Ravdness,1,Positive,"(array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 8000)"
54,YAF_hate_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_hate_happy.wav,93906,.wav,2021-01-25 21:03:36,Tess,1,Positive,"(array([ 7.4812786e-05, -2.8235989e-04, -9.7376981e-04, ...,
       -9.4652112e-04, -1.1730972e-03,  0.0000000e+00], dtype=float32), 8000)"
55,03-01-08-02-02-02-17.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-02-02-02-17.wav,389388,.wav,2021-01-25 21:02:46,Ravdness,1,Positive,"(array([ 1.6876416e-05,  1.1311643e-05,  1.0026232e-05, ...,
       -6.0342816e-05, -5.8691290e-05,  0.0000000e+00], dtype=float32), 8000)"
56,YAF_learn_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_learn_ps.wav,83122,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([-5.5426244e-05, -6.1657501e-04, -3.7106354e-04, ...,
       -6.9765438e-04, -7.9756917e-04,  0.0000000e+00], dtype=float32), 8000)"
57,YAF_rough_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_rough_ps.wav,99302,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([-2.2494805e-05, -3.4737017e-04, -8.5658196e-04, ...,
        1.9445069e-04,  3.1052888e-04,  0.0000000e+00], dtype=float32), 8000)"
58,YAF_rat_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_rat_happy.wav,97554,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([ 0.00027571,  0.00067813,  0.00107332, ..., -0.00071648,
       -0.00052353,  0.        ], dtype=float32), 8000)"
59,03-01-08-01-02-02-22.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-01-02-02-22.wav,404388,.wav,2021-01-25 21:02:54,Ravdness,1,Positive,"(array([ 8.5030086e-07, -9.9649114e-06, -1.4589766e-05, ...,
       -2.2519437e-06,  9.5093901e-07,  0.0000000e+00], dtype=float32), 8000)"
60,YAF_vine_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_vine_ps.wav,119674,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([ 7.8171637e-05,  3.1130566e-04,  1.8345998e-04, ...,
       -8.7107044e-05, -4.6287410e-06,  0.0000000e+00], dtype=float32), 8000)"
61,03-01-08-01-01-01-05.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-01-01-01-05.wav,408174,.wav,2021-01-25 21:02:20,Ravdness,1,Positive,"(array([0.0000000e+00, 0.0000000e+00, 0.0000000e+00, ..., 1.7138742e-05,
       1.8198021e-05, 0.0000000e+00], dtype=float32), 8000)"
62,YAF_ditch_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_ditch_ps.wav,95472,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([-3.2155885e-04, -1.1173225e-03, -7.3024799e-04, ...,
        9.8335069e-05, -3.7694696e-04,  0.0000000e+00], dtype=float32), 8000)"
63,JE_su11.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JE_su11.wav,320774,.wav,2021-01-25 21:03:08,Savee,1,Positive,"(array([0.02272674, 0.04212252, 0.03682159, ..., 0.01347779, 0.01515829,
       0.        ], dtype=float32), 8000)"
64,JE_su15.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JE_su15.wav,540666,.wav,2021-01-25 21:03:08,Savee,1,Positive,"(array([0.00869253, 0.01624959, 0.01405798, ..., 0.01443144, 0.01611876,
       0.        ], dtype=float32), 8000)"
65,OAF_knock_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_knock_ps.wav,100918,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-4.73434520e-05, -1.08150176e-04, -1.38274365e-04, ...,
        1.61111588e-04,  1.19036493e-04,  0.00000000e+00], dtype=float32), 8000)"
66,Joyce_audio-156.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-156.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-156.wav,646698,.wav,2021-10-16 4:31:48,joyce,1,Positive,"(array([-3.0936226e-07,  5.8891288e-08, -4.6811684e-07, ...,
        7.1753289e-05,  4.5329161e-04, -1.2332454e-03], dtype=float32), 8000)"
67,Joyce_audio-194.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-194.wav,/content/drive/MyDrive/Shared_SER_Mentia_Docs/Joyce_Audio/Joyce_audio-194.wav,396210,.wav,2021-10-16 4:31:49,joyce,1,Positive,"(array([ 1.6233054e-06,  9.1016312e-07, -3.4403763e-07, ...,
        3.0055125e-07, -1.0257950e-06,  1.7634072e-06], dtype=float32), 8000)"
68,YAF_when_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_when_happy.wav,95086,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([-0.00030183, -0.00087038, -0.00075836, ...,  0.00219433,
        0.00156702,  0.        ], dtype=float32), 8000)"
69,03-01-08-02-01-02-18.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/03-01-08-02-01-02-18.wav,399392,.wav,2021-01-25 21:02:46,Ravdness,1,Positive,"(array([-4.5195709e-08,  4.4639819e-08, -4.1643155e-08, ...,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), 8000)"
70,YAF_lid_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_lid_happy.wav,85906,.wav,2021-01-25 21:03:38,Tess,1,Positive,"(array([-0.00126989, -0.00311921, -0.00214294, ...,  0.00195331,
        0.00156558,  0.        ], dtype=float32), 8000)"
71,OAF_pick_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_pick_ps.wav,89014,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-2.4792285e-05, -1.2778030e-05,  7.6242995e-06, ...,
       -2.8557936e-04, -1.0328949e-03,  0.0000000e+00], dtype=float32), 8000)"
72,JK_su03.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JK_su03.wav,233026,.wav,2021-01-25 21:03:12,Savee,1,Positive,"(array([0.00808798, 0.01522816, 0.01352867, ..., 0.01295342, 0.01522695,
       0.        ], dtype=float32), 8000)"
73,OAF_fat_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_fat_ps.wav,96884,.wav,2021-01-25 21:03:18,Tess,1,Positive,"(array([-5.6125860e-05, -1.9036458e-04, -2.6641425e-04, ...,
        1.3527353e-04,  5.6535595e-05,  0.0000000e+00], dtype=float32), 8000)"
74,YAF_search_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_search_ps.wav,99188,.wav,2021-01-25 21:03:42,Tess,1,Positive,"(array([-3.7460224e-05, -2.9593884e-04, -4.4557513e-04, ...,
       -2.5828060e-04, -4.1678664e-04,  0.0000000e+00], dtype=float32), 8000)"
75,JE_h11.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/JE_h11.wav,477458,.wav,2021-01-25 21:03:06,Savee,1,Positive,"(array([0.0309657 , 0.05764843, 0.05038464, ..., 0.04006737, 0.03843325,
       0.        ], dtype=float32), 8000)"
76,YAF_dead_ps.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/YAF_dead_ps.wav,89846,.wav,2021-01-25 21:03:40,Tess,1,Positive,"(array([-1.2556859e-05,  6.7977569e-05, -9.9389516e-05, ...,
        1.4967946e-04,  1.8975207e-04,  0.0000000e+00], dtype=float32), 8000)"
77,OAF_fall_happy.wav,/content/drive/MyDrive/SER_ALL,/content/drive/MyDrive/SER_ALL/OAF_fall_happy.wav,96682,.wav,2021-01-25 21:03:26,Tess,1,Positive,"(array([-4.2344982e-05, -1.2871991e-04, -1.4236024e-04, ...,
        1.7780469e-04,  1.2627398e-04,  0.0000000e+00], dtype=float32), 8000)"
